PLANTILLA_PERDIDASDELINEA;;;;;
Sistema;COV - CNG;;;;
Tramo;COV - CTG;;;;
Distancia;N/A;;;;
Prop1;N/A;;;;
Prop2;N/A;;;;
Prop3;N/A;;;;
Prop4;N/A;;;;
Prop5;N/A;;;;
Prop6;N/A;;;;
Estampa de tiempo;DPreal (psi);Flujo (BLS/h);GE (API);Visc. Obs. (cSt); GElínea 
12/05/2021 23:00;1498,321;5766,928333;20,02075472;118,84;19,99
13/05/2021 0:00;1498,987;5759,2505;19,98163265;119,32;19,99
13/05/2021 1:00;1498,994833;5757,187;20,01509434;118,82;19,99
13/05/2021 2:00;1498,240667;5753,986167;19,96341463;120,62;19,99
13/05/2021 3:00;1496,923333;5747,169833;20,04;120,46;19,99
13/05/2021 4:00;1496,213;5743,849333;19,95;121,12;19,99
13/05/2021 5:00;1507,866167;5770,432667;20,04146341;119,63;20
13/05/2021 6:00;1506,514833;5768,303;20,068;120,25;20
13/05/2021 7:00;1506,2015;5773,812167;19,96;120,18;20
13/05/2021 8:00;1470,733667;5652,553;19,94;119,1;20
13/05/2021 9:00;1372,159;5412,979;19,9016129;118,73;19,99
13/05/2021 10:00;1373,524167;5423,8055;19,98888889;116,61;19,99
13/05/2021 11:00;1380,467;5455,460833;20,48571429;100,02;20
13/05/2021 12:00;1374,901833;5452,933333;20,19384615;114,25;20,01
13/05/2021 13:00;1249,666333;5058,389667;20,25915493;116,61;20,02
13/05/2021 14:00;1280,347;5160,0595;20,22692308;116,34;20,03
13/05/2021 15:00;1239,181667;5059,678167;20,13125;118,03;20,04
13/05/2021 16:00;1239,880833;5049,068833;20,18765432;117,35;20,05
13/05/2021 17:00;1240,740167;5040,0455;20,18181818;118,71;20,06
13/05/2021 18:00;1241,622;5027,2595;20,18222222;119,31;20,07
13/05/2021 19:00;1229,041167;4971,242167;20,26875;119,61;20,08
13/05/2021 20:00;1230,724167;4950,141167;20,28727273;119,46;20,09
13/05/2021 21:00;1239,479833;4952,929167;20,2862069;118,56;20,1
13/05/2021 22:00;1254,404667;4970,939;20,21186441;118,76;20,12
13/05/2021 23:00;1257,743;4957,620833;20,21639344;118,37;20,12
14/05/2021 0:00;1261,268;4942,95;20,202;118,53;20,13
14/05/2021 1:00;1264,154667;4929,618;20,22539683;119,36;20,14
14/05/2021 2:00;1268,844333;4915,146667;20,26969697;119,19;20,15
14/05/2021 3:00;1276,439167;4905,422833;20,2295082;120,28;20,16
14/05/2021 4:00;1280,251167;4893,747667;20,20169492;118,78;20,17
14/05/2021 5:00;1283,476333;4885,291;20,27962963;118,61;20,18
14/05/2021 6:00;1286,243167;4867,9825;20,25510204;118,85;20,19
14/05/2021 7:00;1289,307167;4861,266;20,15238095;118,13;20,19
14/05/2021 8:00;1292,3705;4845,7525;20,10757576;116,35;20,19
14/05/2021 9:00;1287,072167;4820,378833;20,13902439;117,11;20,2
14/05/2021 10:00;1257,5505;4745,4155;20,15151515;115,4;20,21
14/05/2021 11:00;1372,368667;4955,358333;20,17746479;115,21;20,21
14/05/2021 12:00;1376,42;4951,716;20,22857143;114,01;20,21
14/05/2021 13:00;1380,921833;4943,279667;20,2921875;114,54;20,21
14/05/2021 14:00;1121,720667;4284,920667;20,278125;114,43;20,23
14/05/2021 15:00;1226,030667;4597,484;20,19710145;114,02;20,21
14/05/2021 16:00;1108,294333;4300,790333;20,15357143;117,41;20,21
14/05/2021 17:00;1172,044333;4473,818667;20,16;117,06;20,21
14/05/2021 18:00;1204,08;4582,1475;20,2140625;117,68;20,21
14/05/2021 19:00;1595,2525;5390,047667;20,24782609;118,02;20,21
14/05/2021 20:00;1599,820167;5348,751333;20,19756098;116,9;20,21
14/05/2021 21:00;1598,681167;5340,012833;20,225;116,37;20,21
14/05/2021 22:00;1597,6675;5340,056833;20,13170732;117,27;20,21
14/05/2021 23:00;1596,641833;5342,91;20,19444444;116,56;20,2
15/05/2021 0:00;1595,613333;5343,182667;20,18541667;118,52;20,2
15/05/2021 1:00;1600,0195;5350,709667;20,22692308;118,37;20,2
15/05/2021 2:00;1611,279333;5375,392;20,16037736;118,79;20,2
15/05/2021 3:00;1610,354333;5376,259667;20,14255319;117,96;20,19
15/05/2021 4:00;1609,233833;5367,174333;20,14745763;119,2;20,19
15/05/2021 5:00;1608,070167;5370,7405;20,13728814;118,01;20,19
15/05/2021 6:00;1606,938333;5370,778833;20,20909091;117,13;20,19
15/05/2021 7:00;1604,431167;5364,839;20,16545455;117,08;20,19
15/05/2021 8:00;1601,687667;5355,7075;20,12539683;115,53;20,19
15/05/2021 9:00;1600,442667;5357,760833;20,0923913;113,9;20,19
15/05/2021 10:00;1538,583833;5222,578833;20,22112676;112,44;20,19
15/05/2021 11:00;1517,194833;5196,027667;20,30689655;113,53;20,19
15/05/2021 12:00;1518,394833;5205,947167;20,148;112,83;20,19
15/05/2021 13:00;1519,339833;5207,449333;20,20833333;111,77;20,18
15/05/2021 14:00;1519,121167;5201,124833;20,24318182;111,27;20,18
15/05/2021 15:00;1410,679833;4968,096333;20,13728814;112,85;20,18
15/05/2021 16:00;1393,6065;4960,403;20,2;112,16;20,18
15/05/2021 17:00;1392,825167;4956,663;20,14722222;113,02;20,18
15/05/2021 18:00;1390,256167;4955,402833;20,33809524;113,04;20,19
15/05/2021 19:00;1387,9055;4946,006333;20,10363636;113,82;20,18
15/05/2021 20:00;1386,4895;4943,481333;20,19411765;113,18;20,18
15/05/2021 21:00;1385,3315;4936,213667;20,17413793;113,01;20,18
15/05/2021 22:00;1384,782;4934,7235;20,20535714;113,62;20,18
15/05/2021 23:00;1384,831;4944,544333;20,19285714;114,47;20,18
16/05/2021 0:00;1398,4665;4964,589667;20,2875;116,43;20,19
18/05/2021 5:00;1526,014167;5146,242667;21,15479452;99,47;19,48
18/05/2021 9:00;1565,723667;5184,919667;21,46382979;97,19;19,85
18/05/2021 10:00;1562,89;5197,225667;22,20454545;96,72;19,98
18/05/2021 11:00;1560,5585;5214,781667;21,94117647;96,86;20,1
18/05/2021 12:00;1585,400667;5276,3975;21,74583333;95,5;20,21
18/05/2021 13:00;1587,2335;5286,953;21,41573034;95,32;20,3
18/05/2021 14:00;1588,120167;5312,079833;21,0702381;95,69;20,39
18/05/2021 15:00;1584,033;5319,804333;21,00181818;95,78;20,46
18/05/2021 16:00;1579,388;5322,782167;20,97125;94,88;20,54
18/05/2021 17:00;1575,318333;5336,6605;20,95614035;95,01;20,68
18/05/2021 18:00;1573,119833;5349,040833;21,06346154;95,61;20,76
18/05/2021 19:00;1562,868667;5350,502;21,07222222;95,87;20,85
18/05/2021 20:00;1559,813;5368,989;21,13;95,98;20,93
18/05/2021 21:00;1562,0665;5390,780167;21,032;97,21;21,02
18/05/2021 22:00;1559,204;5403,304833;21,06538462;96,48;21,1
18/05/2021 23:00;1554,562167;5412,162667;20,97894737;97,02;21,18
19/05/2021 0:00;1546,362167;5413,115333;21,0028169;96,71;21,23
19/05/2021 1:00;1544,987167;5426,649;21,17176471;96,97;21,24
19/05/2021 2:00;1544,162;5423,401667;21,1304878;96,54;21,24
19/05/2021 3:00;1542,121167;5426,765;21,02666667;96,34;21,24
19/05/2021 4:00;1545,5585;5436,834;21,068;97,02;21,23
19/05/2021 5:00;1545,798167;5436,603833;21,09305556;97,33;21,22
19/05/2021 6:00;1544,228833;5428,313833;21,04320988;97,02;21,21
19/05/2021 7:00;1397,3945;5092,078167;21,125;96,01;21,21
19/05/2021 8:00;1388,229333;5117,553667;20,965625;95,16;21,19
19/05/2021 9:00;1377,911833;5091,295167;20,92096774;95,3;21,17
19/05/2021 10:00;1376,108333;5087,186667;20,96933333;94,41;21,12
19/05/2021 11:00;1374,246833;5078,4895;21,0515625;93,67;21,09
19/05/2021 12:00;1373,1875;5079,093167;20,95;94,03;21,05
19/05/2021 13:00;1181,98;4581,217667;20,98472222;93,45;21,08
19/05/2021 14:00;1332,822167;5010,4665;20,96363636;93,67;21,03
19/05/2021 15:00;1377,156167;5100,698667;20,95810811;93,22;21,03
19/05/2021 16:00;1342,418833;4995,332333;21,02098765;94,08;21,03
19/05/2021 17:00;1345,381167;5022,392333;21,11111111;95,87;21,04
19/05/2021 18:00;1344,972167;5017,226833;20,94;96,75;21,03
19/05/2021 19:00;1343,507;5013,788333;21,21428571;96,24;21,04
19/05/2021 20:00;1343,332667;5009,090667;21,1255814;95,38;21,04
19/05/2021 21:00;1342,845;5014,818167;21,04705882;95,15;21,04
19/05/2021 22:00;1342,111;5008,0885;21,098;96,09;21,04
19/05/2021 23:00;1341,7335;5005,097667;21,13488372;95,08;21,05
20/05/2021 0:00;1341,215667;5005,752167;21,08163265;95,11;21,05
20/05/2021 1:00;1340,579;5010,0725;21,14571429;94,77;21,05
20/05/2021 2:00;1340,097167;5003,167333;21,17391304;95,89;21,05
20/05/2021 3:00;1339,284;5009,245333;21,12972973;95,74;21,05
20/05/2021 4:00;1338,672;4998,026667;21,06;96,04;21,05
20/05/2021 5:00;1338,406333;5001,434167;21,13181818;96,14;21,06
20/05/2021 6:00;1338,359333;5000,702333;21,16078431;95,94;21,06
20/05/2021 7:00;1338,458167;5005,285;21,07222222;94,12;21,06
20/05/2021 8:00;1339,667667;5006,321667;20,91690141;93,71;21,06
20/05/2021 9:00;1341,285333;5007,036667;20,88717949;92,28;21,06
20/05/2021 10:00;1353,9085;5033,82;20,97333333;91,77;21,06
20/05/2021 11:00;1353,635833;5036,167;20,99012346;91,58;21,05
20/05/2021 12:00;1402,583167;5165,762833;20,97887324;90,93;21,06
20/05/2021 13:00;1531,097333;5406,966667;20,93728814;90,55;21,06
20/05/2021 14:00;1541,798;5424,3335;21,03650794;91,76;21,06
20/05/2021 15:00;1551,209167;5440,111667;21,21309524;89,78;21,07
20/05/2021 16:00;1556,1485;5450,450333;21,045;90,45;21,07
20/05/2021 18:00;1548,072333;5430,832667;20,988;93,89;21,06
20/05/2021 19:00;1536,987333;5419,251167;21,06666667;92,57;21,06
20/05/2021 20:00;1534,4785;5404,961833;21,08196721;93,17;21,06
20/05/2021 21:00;1534,9505;5414,999167;21,05882353;92,92;21,06
20/05/2021 22:00;1545,335667;5430,923;21,16;93,48;21,06
20/05/2021 23:00;1538,085;5414,377667;21,12115385;92,58;21,06
21/05/2021 0:00;1544,2635;5431,802167;21,10701754;93,23;21,06
21/05/2021 1:00;1553,036667;5457,317833;21,18518519;93,56;21,06
21/05/2021 2:00;1553,431833;5453,156667;21,12978723;93,7;21,06
21/05/2021 3:00;1554,730167;5461,593833;21,17608696;93,15;21,06
21/05/2021 4:00;1549,1495;5443,628;21,11147541;93,45;21,06
21/05/2021 5:00;1547,2675;5454,734667;21,15714286;93,08;21,07
21/05/2021 6:00;1546,826167;5443,752667;21,09777778;93,57;21,07
21/05/2021 7:00;1537,1825;5433,139;21,11269841;91,59;21,08
21/05/2021 8:00;1534,714;5426,543833;20,96557377;90,86;21,08
21/05/2021 13:00;1428,1435;5193,617167;20,97777778;91,28;21,09
21/05/2021 14:00;1390,125833;5134,4775;21,09130435;93,47;21,09
21/05/2021 15:00;1391,487;5138,969333;21,11;92,77;21,09
21/05/2021 16:00;1397,131;5144,682333;21,11746032;92,94;21,09
21/05/2021 17:00;1350,101667;5042,731;21,05;93,65;21,09
21/05/2021 18:00;1347,9465;5047,361667;21,17192982;93,42;21,1
21/05/2021 19:00;1347,545333;5043,0685;21,13913043;93,9;21,1
21/05/2021 20:00;1349,081333;5040,142667;21,13396226;93,38;21,1
21/05/2021 21:00;1355,088;5059,320667;21,12307692;92,91;21,11
21/05/2021 22:00;1353,378667;5057,646167;21,21111111;93,73;21,11
21/05/2021 23:00;1351,9105;5054,447667;21,13333333;93,98;21,11
22/05/2021 0:00;1351,698667;5044,197333;21,096875;93,68;21,11
22/05/2021 1:00;1351,289833;5047,1255;21,09090909;93,9;21,1
22/05/2021 2:00;1350,592667;5046,134167;21,17608696;93,53;21,11
22/05/2021 3:00;1349,8405;5043,1895;21,11034483;93,47;21,1
22/05/2021 4:00;1349,1925;5044,666667;21,04090909;94,27;21,1
22/05/2021 5:00;1417,469667;5212,445333;21,11818182;94,19;21,1
22/05/2021 6:00;1469,615833;5293,889667;21,22222222;93,85;21,1
22/05/2021 7:00;1493,559667;5355,467167;20,96779661;92,69;21,11
22/05/2021 8:00;1537,505333;5426,705833;21,09166667;92,59;21,11
22/05/2021 9:00;1541,993167;5440,862833;20,965;91,26;21,1
22/05/2021 10:00;1539,621667;5437,201833;21,1;90,35;21,1
22/05/2021 11:00;1539,6715;5437,583333;20,96707317;89,78;21,1
22/05/2021 12:00;1540,1605;5432,324833;21,09516129;90,11;21,1
22/05/2021 13:00;1537,575667;5441,063333;21,05;89,69;21,1
22/05/2021 14:00;1535,904833;5435,115;21,09642857;90,72;21,1
22/05/2021 15:00;1534,081667;5427,934833;21,0483871;89,43;21,1
22/05/2021 16:00;1538,3765;5438,911833;21,06792453;90,06;21,09
22/05/2021 17:00;1537,447667;5439,911167;21,1037037;90,17;21,09
22/05/2021 18:00;1527,6085;5408,031;21,10588235;90,7;21,09
22/05/2021 19:00;1381,572167;5083,470833;21,12083333;91,47;21,09
22/05/2021 20:00;1377,104333;5112,442167;21,13255814;91,68;21,09
22/05/2021 21:00;1377,144833;5114,205833;21,18653846;91,11;21,09
22/05/2021 22:00;1378,456333;5117,0005;21,07560976;90,73;21,09
22/05/2021 23:00;1379,456333;5116,909167;21,19230769;91,09;21,09
23/05/2021 0:00;1378,210833;5114,725333;21,6;64,95;21,11
23/05/2021 1:00;1390,5045;5164,4175;22;65,61;21,15
23/05/2021 2:00;1388,040167;5165,6775;22,17818182;70,96;21,2
23/05/2021 3:00;1386,005333;5172,0315;22,17111111;70,96;21,25
23/05/2021 4:00;1383,563;5174,750833;22,24;70,79;21,29
23/05/2021 5:00;1381,69;5185,129167;22,12;71,3;21,33
23/05/2021 6:00;1379,308;5189,068167;22,19545455;71,33;21,39
23/05/2021 7:00;1376,798667;5189,722;22,1969697;70,81;21,44
23/05/2021 8:00;1375,156167;5198,211667;22,21666667;70,52;21,49
23/05/2021 9:00;1373,635667;5208,921;22,1971831;70,68;21,54
23/05/2021 10:00;1372,370167;5230,467333;22,175;69,48;21,59
23/05/2021 11:00;1369,240333;5215,751;22,21875;70,23;21,64
23/05/2021 12:00;1365,912833;5220,025;22,24;69,18;21,69
23/05/2021 13:00;1361,913167;5223,8665;22,33015873;69,19;21,74
23/05/2021 14:00;1357,2585;5223,533667;22,25555556;68,68;21,8
23/05/2021 15:00;1355,513333;5225,638;22,17625;68,92;21,84
23/05/2021 16:00;1408,794667;5388,8315;22,23333333;70,36;21,93
23/05/2021 17:00;1498,016667;5552,106333;22,18405797;69,76;21,98
23/05/2021 18:00;1495,981833;5570,752333;22,1942029;70,18;22,03
23/05/2021 19:00;1492,398833;5578,138167;22,27258065;70,62;22,08
23/05/2021 20:00;1488,506333;5584,085667;22,24821429;70,03;22,13
23/05/2021 21:00;1484,490667;5584,588333;22,203125;70,79;22,17
23/05/2021 22:00;1481,484;5594,686;22,25526316;70,08;22,21
23/05/2021 23:00;1482,022333;5587,639833;22,235;70,79;22,22
24/05/2021 0:00;1481,657667;5577,522667;22,259;70,77;22,22
24/05/2021 1:00;1480,9115;5574,6845;22,231;70,98;22,22
24/05/2021 2:00;1480,008333;5572,714167;22,224;70,96;22,22
24/05/2021 3:00;1480,170667;5572,9085;22,18;71,01;22,22
24/05/2021 4:00;1484,608;5584,157;22,242;71,03;22,23
24/05/2021 5:00;1484,012833;5586,577833;22,257;70,61;22,23
24/05/2021 6:00;1483,061167;5587,017167;22,29;70,33;22,23
24/05/2021 7:00;1482,764;5577,8985;22,161;71,61;22,23
24/05/2021 8:00;1357,5705;5274,494333;22,22;69,5;22,23
24/05/2021 9:00;1352,791333;5298,523167;22,294;69,81;22,23
24/05/2021 10:00;1350,322833;5293,9255;22,286;69,64;22,24
24/05/2021 11:00;1348,799833;5288,366;22,317;68,82;22,24
24/05/2021 12:00;1345,870667;5282,38;22,329;68,12;22,24
24/05/2021 13:00;1307,362333;5182,619167;22,248;68,29;22,24
24/05/2021 14:00;1296,651167;5173,053167;22,31;68,76;22,25
24/05/2021 15:00;1296,184;5173,110833;22,212;67,96;22,25
24/05/2021 16:00;1294,503833;5169,221;22,264;68,79;22,25
24/05/2021 17:00;1293,885333;5168,259333;22,329;69,37;22,26
24/05/2021 18:00;1292,230833;5160,7675;22,206;68,85;22,25
24/05/2021 19:00;1290,531833;5152,045;22,366;68,18;22,26
24/05/2021 20:00;1288,978333;5153,013833;22,375;69,01;22,26
24/05/2021 21:00;1286,973167;5148,4585;22,309;69,94;22,27
24/05/2021 22:00;1285,728333;5150,967833;22,312;69,58;22,27
24/05/2021 23:00;1284,910667;5145,055333;22,358;69,51;22,27
25/05/2021 0:00;1284,620667;5147,378167;22,34222222;69,65;22,28
25/05/2021 1:00;1289,901;5151,849833;22,33114754;69,38;22,28
25/05/2021 2:00;1292,349667;5165,573333;22,20408163;70,52;22,29
25/05/2021 3:00;1291,3825;5157,942667;22,30943396;70,24;22,29
25/05/2021 4:00;1290,207333;5157,833;22,20851064;71,81;22,29
25/05/2021 5:00;1289,21;5147,905667;22,26617647;71,64;22,29
25/05/2021 6:00;1285,533;5164,174167;32,13402062;51,24;22,72
25/05/2021 7:00;1288,589833;5167,597333;21,93802817;84,7;22,71
25/05/2021 8:00;1290,251333;5162,817667;22,109375;80,36;22,7
25/05/2021 9:00;1304,032;5216,8645;22,08923077;79,18;22,69
25/05/2021 10:00;1582,178333;5820,438167;22,016;77,62;22,71
25/05/2021 11:00;1596,758;5810,001167;22,08219178;75,95;22,7
25/05/2021 12:00;1610,898833;5843,7095;22,03296703;76,76;22,69
25/05/2021 13:00;1609,923;5842,004333;22,00786517;76,79;22,68
25/05/2021 14:00;1368,8485;5224,040833;21,97682927;76,2;22,63
25/05/2021 15:00;1601,983333;5834,113667;22,03292683;76,61;22,66
25/05/2021 16:00;1593,359167;5840,455;21,93913043;76,86;22,64
25/05/2021 17:00;1583,7645;5859,014833;22,04035088;77,02;22,62
25/05/2021 18:00;1573,437;5881,7345;21,97377049;77,67;22,62
25/05/2021 19:00;1562,5615;5916,886333;22,075;78,4;22,61
25/05/2021 20:00;1551,452333;5943,517833;22,10487805;78,1;22,59
25/05/2021 21:00;1543,368;5976,350833;22,07307692;77,77;22,58
25/05/2021 22:00;1532,1135;6007,202333;22,10714286;77,45;22,58
25/05/2021 23:00;1522,745333;6041,074667;22,1875;78,22;22,57
26/05/2021 0:00;1513,318;6068,084167;22,11923077;78,72;22,57
26/05/2021 1:00;1461,246333;5986,891833;22,0787234;78,3;22,56
26/05/2021 2:00;1558,977;6275,312;22,0734375;78,02;22,06
26/05/2021 3:00;1553,168167;6292,3955;22,07903226;78,05;22,06
26/05/2021 4:00;1543,047833;6329,161;22,06923077;78,27;22,06
26/05/2021 5:00;1532,691;6365,0115;22,10681818;78,61;22,06
26/05/2021 6:00;1520,450333;6397,2955;22,02244898;79,03;22,06
26/05/2021 7:00;1516,493833;6449,531667;22,07361111;77,54;22,06
26/05/2021 8:00;1394,357167;6154,591833;22,0547619;77,73;22,06
26/05/2021 9:00;1401,274;6262,633667;21,93026316;76,62;22,06
26/05/2021 10:00;1398,731667;6291,750833;22,04375;75,81;22,06
26/05/2021 11:00;1399,5615;6296,347333;21,93125;75,76;22,06
26/05/2021 12:00;1400,238833;6300,9695;21,87142857;75,21;22,05
26/05/2021 13:00;1399,253333;6293,295;22,01136364;74,93;22,05
26/05/2021 14:00;1396,416167;6285,099;21,9109589;75,76;22,04
26/05/2021 15:00;1394,958333;6286,1545;21,872;75,18;22,03
26/05/2021 16:00;1339,850833;6106,065167;21,8987013;75,51;22,03
26/05/2021 17:00;1444,33;6431,175167;21,97727273;76,45;22,02
26/05/2021 18:00;1467,487667;6484,889333;21,9828125;77,12;22,01
26/05/2021 19:00;1459,8005;6449,845333;22,05964912;76,88;22
26/05/2021 20:00;1455,843667;6438,5935;22,09795918;76,69;22
26/05/2021 21:00;1467,296833;6471,322667;22,02340426;76,45;22
26/05/2021 22:00;1469,677833;6472,785;22;76,79;22
26/05/2021 23:00;1469,532333;6462,094333;22,15789474;76,87;22
27/05/2021 0:00;1469,953333;6462,817667;22,13658537;77,04;22
27/05/2021 1:00;1471,860667;6463,591667;21,96923077;76,29;22
27/05/2021 2:00;1471,9655;6462,855333;22;77,06;22
27/05/2021 3:00;1470,644;6453,023833;22,07073171;76,59;22
27/05/2021 13:00;1469,896333;6491,082333;22,19577465;69,05;21,97
27/05/2021 14:00;1480,798667;6468,564333;22,14761905;69,72;21,97
27/05/2021 15:00;1493,418333;6456,233833;22,12;69,35;21,97
27/05/2021 16:00;1499,135667;6425,921167;22,09206349;69,52;21,98
27/05/2021 17:00;1503,241333;6410,32;22,12586207;69,45;21,98
27/05/2021 18:00;1505,274833;6385,7425;22,01969697;70,22;21,98
27/05/2021 19:00;1517,011167;6388,332;22,20454545;69,9;21,98
27/05/2021 20:00;1367,8905;5785,810333;22,13396226;70,12;21,99
28/05/2021 20:00;1516,809333;6295,9485;22,59166667;71,49;22,41
28/05/2021 21:00;1534,980167;6324,662;22,58313253;70,12;22,43
28/05/2021 22:00;1543,613167;6340,651;22,48;70,99;22,45
28/05/2021 23:00;1546,191;6349,539;22,6185567;70,38;22,47
29/05/2021 0:00;1542,920333;6344,8105;22,42409639;71,31;22,48
29/05/2021 1:00;1533,851;6339,174;22,5021978;70,76;22,48
29/05/2021 2:00;1530,08;6368,857667;22,4925;70,3;22,48
29/05/2021 3:00;1525,025333;6391,3955;22,64457831;70,27;22,5
29/05/2021 4:00;1518,899667;6418,466333;22,528125;71,15;22,51
29/05/2021 5:00;1512,535;6442,343833;22,59782609;70,96;22,52
29/05/2021 6:00;1506,426667;6461,0875;22,51764706;70,8;22,52
29/05/2021 7:00;1495,155667;6469,613333;22,52111111;69,87;22,52
29/05/2021 8:00;1490,304667;6485,302;22,41395349;69,52;22,5
29/05/2021 9:00;1489,023333;6511,016833;22,5097561;69,29;22,5
29/05/2021 10:00;1485,048833;6513,6985;22,39866667;68,34;22,5
29/05/2021 11:00;1478,637;6524,705833;22,39793814;68,25;22,51
29/05/2021 12:00;1471,135;6546,562167;22,425;67,52;22,51
29/05/2021 13:00;1453,391833;6562,213;22,33414634;68,12;22,5
29/05/2021 14:00;1446,911167;6576,602667;22,35952381;68,77;22,49
29/05/2021 15:00;1445,896167;6573,806;22,36219512;69,28;22,47
29/05/2021 16:00;1448,625833;6579,327333;22,67816092;68,75;22,48
29/05/2021 17:00;1453,723833;6593,018833;22,77373737;69,35;22,49
29/05/2021 18:00;1447,125167;6577,337667;22,54216867;69,81;22,5
29/05/2021 19:00;1527,931;6817,082;22,6377551;69,23;22,51
29/05/2021 20:00;1543,016333;6830,614;22,52808989;69,63;22,51
29/05/2021 21:00;1542,827667;6823,327167;22,53431373;69,91;22,5
29/05/2021 22:00;1542,570167;6810,213;22,65408163;70,06;22,51
29/05/2021 23:00;1542,575;6805,841833;22,54193548;69,47;22,51
30/05/2021 0:00;1542,015667;6799,5965;22,50454545;69,18;22,51
30/05/2021 1:00;1541,313667;6790,851167;22,59772727;69,39;22,51
30/05/2021 2:00;1542,522167;6792,504;22,58444444;69,6;22,52
30/05/2021 3:00;1550,770333;6810,199333;22,25543478;78,98;22,51
30/05/2021 4:00;1579,222167;6878,000833;22,7755814;73,67;22,53
30/05/2021 5:00;1584,071833;6876,2155;22,87096774;73,54;22,55
30/05/2021 6:00;1585,026;6863,978;22,90918367;73,76;22,58
30/05/2021 7:00;1585,7035;6858,6665;22,674;74,06;22,6
30/05/2021 8:00;1587,442833;6853,134333;22,88191489;73,2;22,63
30/05/2021 9:00;1588,9915;6849,889167;23,08252427;73,05;22,67
30/05/2021 10:00;1589,1435;6855,730167;22,90631579;72,5;22,68
30/05/2021 11:00;1587,334167;6865,551333;22,97954545;72,07;22,69
30/05/2021 12:00;1582,9105;6875,398167;22,8627451;70,66;22,71
30/05/2021 13:00;1578,438167;6886,207833;22,88021978;71,05;22,72
30/05/2021 14:00;1575,088333;6899,994833;22,83636364;70,93;22,74
30/05/2021 15:00;1569,949167;6911,692333;23,10392157;73,47;22,78
30/05/2021 16:00;1565,179;6920,555;23,31981132;73,48;22,83
30/05/2021 17:00;1564,557;6937,1895;23,35462963;73,07;22,88
30/05/2021 18:00;1563,158333;6962,869167;23,31401869;73,17;22,92
30/05/2021 19:00;1558,664167;6971,608333;23,03398058;74,07;22,94
30/05/2021 20:00;1553,938833;6987,739667;23,20485437;73,46;23
30/05/2021 21:00;1548,6945;6990,498667;22,95319149;73,55;23,01
30/05/2021 22:00;1543,891667;6997,411667;23,17634409;73,46;23,03
30/05/2021 23:00;1541,011667;7014,453;23,26530612;73,48;23,05
31/05/2021 0:00;1537,335833;7022,844;23,03297872;73,72;23,07
31/05/2021 1:00;1533,511333;7035,0865;22,97979798;72,64;23,08
31/05/2021 2:00;1539,693167;7063,780167;22,9287234;73,31;23,07
31/05/2021 3:00;1541,319167;7077,2695;23,03367347;74,3;23,07
31/05/2021 4:00;1542,112;7066,0435;23,11818182;73,71;23,08
31/05/2021 5:00;1543,491167;7059,100167;23,09569892;74,08;23,1
31/05/2021 6:00;1543,891667;7048,731167;23,01616162;74,19;23,1
31/05/2021 7:00;1544,1785;7038,205333;23,07419355;73,55;23,12
31/05/2021 8:00;1546,645167;7046,459333;22,84065934;72,21;23,1
31/05/2021 9:00;1548,445167;7043,247667;22,84623656;71,55;23,07
31/05/2021 10:00;1550,2485;7042,405;22,7970297;72,44;23,04
31/05/2021 11:00;1552,567333;7049,9545;22,81428571;73,13;23,01
31/05/2021 12:00;1551,450333;7041,455833;23,04823529;72,7;23,01
31/05/2021 13:00;1550,878833;7035,124833;23,00957447;70,85;23
31/05/2021 14:00;1545,399667;7025,527833;22,99619048;70,97;23
31/05/2021 15:00;1546,4955;7034,895167;22,95520833;70,7;22,99
31/05/2021 16:00;1545,340333;7041,0595;22,92692308;70,38;22,97
31/05/2021 17:00;1543,9625;7036,345333;22,8021978;70,92;22,96
31/05/2021 18:00;1540,4565;7029,551;22,99292929;72,37;22,96
31/05/2021 19:00;1539,010333;7020,9065;22,8950495;71,63;22,96
31/05/2021 20:00;1531,394833;7002,100833;22,903125;73,48;22,95
31/05/2021 21:00;1506,7935;6907,561;20,965;114,19;22,82
31/05/2021 22:00;1545,959833;6998,068667;22,29387755;78,02;22,78
31/05/2021 23:00;1556,023;7021,1475;22,4825;75,2;22,74
1/06/2021 0:00;1560,8705;7036,141333;22,5;72,97;22,71
1/06/2021 1:00;1560,234833;7038,604;22,60103093;70,5;22,7
1/06/2021 2:00;1427,247667;6570,952667;22,71904762;68,86;22,7
1/06/2021 3:00;1424,2795;6552,914833;22,9423913;67,33;22,7
1/06/2021 4:00;1430,139;6521,219167;23,0172043;66,58;22,71
1/06/2021 5:00;1436,092667;6493,5465;22,97619048;65,79;22,73
1/06/2021 6:00;1441,970667;6463,452;22,96222222;66,94;22,74
1/06/2021 7:00;1448,293;6425,454667;23,03473684;65,99;22,74
1/06/2021 8:00;1456,773833;6405,941667;22,948;65,34;22,73
1/06/2021 9:00;1463,3945;6377,688;22,91777778;65,22;22,73
1/06/2021 10:00;1469,937333;6351,317167;23,00989011;65,54;22,73
1/06/2021 11:00;1479,757667;6347,514333;22,93263158;66,24;22,73
1/06/2021 12:00;1483,974833;6319,311333;22,95217391;65,17;22,74
1/06/2021 13:00;1488,148667;6303,880833;23,0375;65,07;22,74
1/06/2021 14:00;1491,1465;6276,276333;22,99333333;64,79;22,75
